delivery_id,delivery_partner,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_cost,sla_expected_hours,delivery_rating,effective_speed_kmph,weather_factor,base_travel_time_hours,actual_delivery_time_hours,delay_hours,sla_breach_flag,cost_per_km,weight_cost_ratio,delay_bucket,sla_breach,cost_leakage_flag,
DEL22172,amazon logistics,van,two day,north,foggy,247.1,47.22,1377.16,18,4,45,0.65,8.45,12.8,0,0,5.57,29.16,On Time,On Time,0,
DEL22173,ecom express,bike,standard,east,stormy,134.7,47.27,815.31,17,4,35,0.8,4.81,5.65,0,0,6.05,17.25,On Time,On Time,0,
DEL22174,blue dart,ev bike,same day,south,foggy,133.8,20.08,829.24,5,5,30,0.65,6.86,9.62,4.62,1,6.2,41.3,SLA Breach,Breach,0,
DEL22175,xpressbees,scooter,standard,east,stormy,93.3,2.35,473.55,17,3,40,0.8,2.92,3.27,0,0,5.08,201.51,On Time,On Time,0,
DEL22176,fedex,ev bike,two day,central,stormy,140.7,11.97,739.41,17,3,30,0.8,5.86,5.92,0,0,5.26,61.77,On Time,On Time,0,
DEL22177,shadowfax,truck,two day,east,hot,11.4,47.94,200.82,16,5,38,0.8,0.38,0.95,0,0,17.62,4.19,On Time,On Time,1,
DEL22178,fedex,van,same day,west,stormy,201.4,12.79,1145.37,6,5,45,0.8,5.59,7.73,1.73,1,5.69,89.55,SLA Risk,Breach,0,
DEL22179,amazon logistics,scooter,same day,south,rainy,211.3,10.11,1186.83,6,3,40,0.75,7.04,11.28,5.28,1,5.62,117.39,SLA Breach,Breach,0,
DEL22180,fedex,scooter,two day,central,rainy,245.5,32.33,1324.49,18,3,40,0.75,8.18,11.95,0,0,5.4,40.97,On Time,On Time,0,
DEL22181,shadowfax,van,two day,east,foggy,194.1,4.58,984.24,18,4,45,0.65,6.64,10.88,0,0,5.07,214.9,On Time,On Time,0,
DEL22182,xpressbees,ev bike,two day,south,cold,54.2,43.89,402.67,17,4,30,0.8,2.26,2.7,0,0,7.43,9.17,On Time,On Time,0,
DEL22183,fedex,van,two day,north,foggy,257.7,15.25,1334.25,18,4,45,0.65,8.81,13.62,0,0,5.18,87.49,On Time,On Time,0,
DEL22184,amazon logistics,bike,same day,central,foggy,113.2,43.38,796.14,5,5,35,0.65,4.98,7.49,2.49,1,7.03,18.35,SLA Risk,Breach,0,
DEL22185,ekart,bike,two day,east,rainy,192.3,24.09,1033.77,18,4,35,0.75,7.33,11.29,0,0,5.38,42.91,On Time,On Time,0,
DEL22186,ecom express,scooter,two day,north,clear,64.8,24.45,397.35,17,4,40,1,1.62,2.03,0,0,6.13,16.25,On Time,On Time,0,
DEL22187,xpressbees,truck,express,east,hot,123.5,26.84,748.02,9,5,38,0.8,4.06,4.09,0,0,6.06,27.87,On Time,On Time,0,
DEL22188,ecom express,scooter,same day,south,cold,189.1,22.4,1112.7,6,4,40,0.8,5.91,8.9,2.9,1,5.88,49.67,SLA Risk,Breach,0,
DEL22189,dhl,ev van,same day,west,rainy,197.2,0.67,1087.47,6,3,40,0.75,6.57,10.85,4.85,1,5.51,1623.09,SLA Breach,Breach,0,
DEL22190,fedex,scooter,two day,north,rainy,91.9,41.46,583.88,17,4,40,0.75,3.06,5.23,0,0,6.35,14.08,On Time,On Time,0,
DEL22191,delhivery,van,same day,west,stormy,179.5,33.11,1096.83,6,4,45,0.8,4.99,7.2,1.2,1,6.11,33.13,SLA Risk,Breach,0,
DEL22192,ecom express,van,same day,north,cold,3.6,12.06,147.18,4,4,45,0.8,0.1,0.82,0,0,40.88,12.2,On Time,On Time,1,
DEL22193,amazon logistics,scooter,two day,west,foggy,178.5,23.02,961.56,18,5,40,0.65,6.87,11.8,0,0,5.39,41.77,On Time,On Time,0,
DEL22194,ekart,ev van,standard,south,cold,272.3,40.3,1482.4,18,4,40,0.8,8.51,10.85,0,0,5.44,36.78,On Time,On Time,0,
DEL22195,delhivery,scooter,standard,central,rainy,159.8,49.26,946.78,18,5,40,0.75,5.33,8.88,0,0,5.92,19.22,On Time,On Time,0,
DEL22196,xpressbees,bike,express,east,cold,132.5,18.72,768.66,9,3,35,0.8,4.73,4.93,0,0,5.8,41.06,On Time,On Time,0,
DEL22197,xpressbees,truck,same day,north,rainy,141.7,32.2,905.1,5,2,38,0.75,4.97,7.34,2.34,1,6.39,28.11,SLA Risk,Breach,0,
DEL22198,fedex,truck,express,central,clear,26.9,35.51,291.03,8,2,38,1,0.71,1.42,0,0,10.82,8.2,On Time,On Time,1,
DEL22199,blue dart,van,two day,central,foggy,126.9,5.54,651.12,17,4,45,0.65,4.34,6.96,0,0,5.13,117.53,On Time,On Time,0,
DEL22200,ecom express,van,standard,south,rainy,248.9,14.29,1287.37,18,5,45,0.75,7.37,10.89,0,0,5.17,90.09,On Time,On Time,0,
DEL22201,dhl,ev van,express,south,rainy,282.5,46.04,1600.62,10,3,40,0.75,9.42,13.65,3.65,1,5.67,34.77,SLA Breach,Breach,0,
DEL22202,xpressbees,van,standard,north,foggy,54.8,22.37,341.11,17,4,45,0.65,1.87,3.99,0,0,6.22,15.25,On Time,On Time,0,
DEL22203,amazon logistics,truck,same day,west,hot,209.3,13.32,1186.46,6,5,38,0.8,6.88,8.97,2.97,1,5.67,89.07,SLA Risk,Breach,0,
DEL22204,fedex,ev van,express,east,hot,153.5,28.66,903.48,10,5,40,0.8,4.8,7.06,0,0,5.89,31.52,On Time,On Time,0,
DEL22205,delhivery,van,standard,north,stormy,282.3,12.03,1447.59,18,5,45,0.8,7.84,10.69,0,0,5.13,120.33,On Time,On Time,0,
DEL22206,amazon logistics,truck,same day,west,rainy,136.9,40.01,904.53,5,2,38,0.75,4.8,6.97,1.97,1,6.61,22.61,SLA Risk,Breach,0,
DEL22207,xpressbees,van,standard,south,hot,66.6,46.25,471.75,17,4,45,0.8,1.85,2.8,0,0,7.08,10.2,On Time,On Time,0,
DEL22208,ecom express,truck,two day,south,cold,14.5,32.78,170.84,16,4,38,0.8,0.48,0.83,0,0,11.78,5.21,On Time,On Time,1,
DEL22209,shadowfax,truck,standard,central,clear,225.6,32.91,1226.73,18,3,38,1,5.94,8.56,0,0,5.44,37.28,On Time,On Time,0,
DEL22210,ecom express,ev van,express,west,rainy,216.1,16.82,1180.96,10,2,40,0.75,7.2,11.14,1.14,1,5.46,70.21,SLA Risk,Breach,0,
DEL22211,amazon logistics,scooter,same day,north,cold,278,25.62,1566.86,6,2,40,0.8,8.69,10.99,4.99,1,5.64,61.16,SLA Breach,Breach,0,
DEL22212,blue dart,bike,standard,east,clear,19.1,41,218.5,16,4,35,1,0.55,0.98,0,0,11.44,5.33,On Time,On Time,1,
DEL22213,blue dart,van,standard,east,stormy,294.8,27.77,1557.31,18,5,45,0.8,8.19,10.95,0,0,5.28,56.08,On Time,On Time,0,
DEL22214,blue dart,truck,two day,north,hot,56.1,5.18,296.04,17,4,38,0.8,1.85,2.21,0,0,5.28,57.15,On Time,On Time,0,
DEL22215,amazon logistics,scooter,same day,north,stormy,168.8,27.07,1025.21,6,2,40,0.8,5.28,7.42,1.42,1,6.07,37.87,SLA Risk,Breach,0,
DEL22216,ekart,ev van,standard,central,rainy,170,4.52,863.56,18,4,40,0.75,5.67,9.19,0,0,5.08,191.05,On Time,On Time,0,
DEL22217,fedex,truck,express,north,cold,13.2,17.64,168.92,8,2,38,0.8,0.43,0.81,0,0,12.8,9.58,On Time,On Time,1,
DEL22218,amazon logistics,ev bike,express,east,clear,187.6,47.44,1130.32,10,5,30,1,6.25,8.91,0,0,6.03,23.83,On Time,On Time,0,
DEL22219,dhl,truck,standard,central,stormy,102.5,22.23,579.19,17,4,38,0.8,3.37,3.52,0,0,5.65,26.05,On Time,On Time,0,
DEL22220,delhivery,van,same day,south,hot,250.8,45.18,1489.54,6,3,45,0.8,6.97,9.68,3.68,1,5.94,32.97,SLA Breach,Breach,0,
DEL22221,dhl,ev van,standard,west,cold,160.2,23.73,872.19,18,4,40,0.8,5.01,7.86,0,0,5.44,36.75,On Time,On Time,0,
DEL22222,delhivery,bike,same day,east,clear,23.2,19.85,275.55,4,4,35,1,0.66,0.86,0,0,11.88,13.88,On Time,On Time,1,
DEL22223,dhl,scooter,same day,west,rainy,169.6,27.95,1031.85,6,1,40,0.75,5.65,9.29,3.29,1,6.08,36.92,SLA Breach,Breach,0,
DEL22224,xpressbees,ev bike,express,south,cold,288.1,31.08,1583.74,10,2,30,0.8,12,14.68,4.68,1,5.5,50.96,SLA Breach,Breach,0,
DEL22225,fedex,ev van,express,south,hot,245.5,35.77,1384.81,10,3,40,0.8,7.67,9.96,0,0,5.64,38.71,On Time,On Time,0,
DEL22226,xpressbees,scooter,same day,east,clear,224.3,13.97,1263.41,6,3,40,1,5.61,8.07,2.07,1,5.63,90.44,SLA Risk,Breach,0,
DEL22227,delhivery,truck,same day,north,cold,271.1,5.93,1473.29,6,5,38,0.8,8.92,11.64,5.64,1,5.43,248.45,SLA Breach,Breach,0,
DEL22228,xpressbees,van,express,east,hot,211.3,23.9,1178.2,10,5,45,0.8,5.87,8.5,0,0,5.58,49.3,On Time,On Time,0,
DEL22229,dhl,ev bike,two day,west,rainy,50.3,32.07,347.71,17,3,30,0.75,2.24,4.48,0,0,6.91,10.84,On Time,On Time,0,
DEL22230,ekart,van,express,central,rainy,113.7,7.82,641.96,9,1,45,0.75,3.37,5.3,0,0,5.65,82.09,On Time,On Time,0,
DEL22231,shadowfax,truck,two day,south,foggy,29.6,1.76,153.28,16,5,38,0.65,1.2,3.24,0,0,5.18,87.09,On Time,On Time,0,
DEL22232,blue dart,ev bike,express,north,hot,148.5,38.02,906.56,9,4,30,0.8,6.19,6.25,0,0,6.1,23.84,On Time,On Time,0,
DEL22233,fedex,ev bike,same day,south,cold,76.6,21.43,547.29,5,4,30,0.8,3.19,4.1,0,0,7.14,25.54,On Time,On Time,0,
DEL22234,dhl,bike,two day,central,foggy,213.9,33.94,1171.32,18,5,35,0.65,9.4,13.63,0,0,5.48,34.51,On Time,On Time,0,
DEL22235,blue dart,truck,same day,east,foggy,24.5,0.67,224.42,4,4,38,0.65,0.99,3.97,0,0,9.16,334.96,On Time,On Time,1,
DEL22236,ecom express,scooter,express,north,hot,23.9,41.64,294.42,8,3,40,0.8,0.75,1.14,0,0,12.32,7.07,On Time,On Time,1,
DEL22237,dhl,bike,same day,south,hot,285.4,45.5,1632.7206,6,5,35,0.8,10.19,12.68,6.68,1,5.72,35.88,SLA Breach,Breach,0,
DEL22238,delhivery,ev bike,standard,central,hot,255.2,5.99,1293.97,18,5,30,0.8,10.63,13.13,0,0,5.07,216.02,On Time,On Time,0,
DEL22239,dhl,van,express,central,clear,106.6,7.57,605.71,9,1,45,1,2.37,2.79,0,0,5.68,80.01,On Time,On Time,0,
DEL22240,ecom express,ev bike,same day,north,foggy,3.6,27.31,195.93,4,4,30,0.65,0.18,3.09,0,0,54.43,7.17,On Time,On Time,1,
DEL22241,xpressbees,ev van,standard,east,rainy,86.3,8.37,456.61,17,5,40,0.75,2.88,5.09,0,0,5.29,54.55,On Time,On Time,0,
DEL22242,shadowfax,bike,express,central,cold,76.2,13.23,470.69,9,5,35,0.8,2.72,3.08,0,0,6.18,35.58,On Time,On Time,0,
DEL22243,ecom express,van,two day,north,stormy,223.4,40.74,1239.22,18,3,45,0.8,6.21,8.32,0,0,5.55,30.42,On Time,On Time,0,
DEL22244,delhivery,bike,two day,north,hot,142.2,37.55,823.65,17,4,35,0.8,5.08,5.32,0,0,5.79,21.93,On Time,On Time,0,
DEL22245,fedex,ev bike,two day,east,foggy,171.3,47.65,999.45,18,4,30,0.65,8.78,13.53,0,0,5.83,20.97,On Time,On Time,0,
DEL22246,ekart,ev van,same day,north,cold,267.3,44.57,1570.21,6,2,40,0.8,8.35,11.24,5.24,1,5.87,35.23,SLA Breach,Breach,0,
DEL22247,xpressbees,ev van,same day,east,stormy,125.4,15.24,772.72,5,4,40,0.8,3.92,3.95,0,0,6.16,50.7,On Time,On Time,0,
DEL22248,amazon logistics,ev van,same day,west,stormy,3.6,49.28,263.84,4,3,40,0.8,0.11,0.29,0,0,73.29,5.35,On Time,On Time,1,
DEL22249,delhivery,scooter,same day,south,stormy,286.2,21.7,1596.1,6,2,40,0.8,8.94,11.06,5.06,1,5.58,73.55,SLA Breach,Breach,0,
DEL22250,blue dart,scooter,standard,central,rainy,159.8,27.6,881.8,18,3,40,0.75,5.33,9.67,0,0,5.52,31.95,On Time,On Time,0,
DEL22251,ecom express,ev van,same day,central,cold,34.5,18.27,327.31,4,3,40,0.8,1.08,1.53,0,0,9.49,17.92,On Time,On Time,1,
DEL22252,fedex,truck,same day,west,foggy,251.3,29.01,1443.53,6,5,38,0.65,10.17,15.02,9.02,1,5.74,49.76,SLA Breach,Breach,0,
DEL22253,ekart,van,standard,east,clear,58.5,25.19,368.07,17,5,45,1,1.3,2.06,0,0,6.29,14.61,On Time,On Time,0,
DEL22254,blue dart,scooter,express,north,rainy,211.8,14.96,1153.88,10,2,40,0.75,7.06,10.84,0.84,1,5.45,77.13,Operational Variance,Breach,0,
DEL22255,dhl,bike,express,south,stormy,101.9,26.15,637.95,9,3,35,0.8,3.64,4.5,0,0,6.26,24.4,On Time,On Time,0,
DEL22256,delhivery,bike,same day,central,hot,281.1,35.59,1612.27,6,2,35,0.8,10.04,12.83,6.83,1,5.74,45.3,SLA Breach,Breach,0,
DEL22257,ekart,ev bike,express,east,foggy,171.9,25.52,986.06,10,2,30,0.65,8.82,13.22,3.22,1,5.74,38.64,SLA Breach,Breach,0,
DEL22258,blue dart,scooter,standard,east,stormy,84.8,41.74,549.22,17,5,40,0.8,2.65,2.67,0,0,6.48,13.16,On Time,On Time,0,
DEL22259,delhivery,ev bike,two day,west,cold,109.3,44.01,678.53,17,3,30,0.8,4.55,5.43,0,0,6.21,15.42,On Time,On Time,0,
DEL22260,ecom express,ev van,same day,south,clear,141.4,20.79,869.37,5,4,40,1,3.54,3.81,0,0,6.15,41.82,On Time,On Time,0,
DEL22261,amazon logistics,van,same day,south,cold,268.3,37.92,1555.26,6,2,45,0.8,7.45,9.88,3.88,1,5.8,41.01,SLA Breach,Breach,0,
DEL22262,ecom express,scooter,express,south,stormy,130.4,45.96,839.88,9,2,40,0.8,4.08,4.23,0,0,6.44,18.27,On Time,On Time,0,
DEL22263,ekart,scooter,express,central,rainy,175.4,37.98,1040.94,10,2,40,0.75,5.85,9.95,0,0,5.93,27.41,On Time,On Time,0,
DEL22264,ekart,scooter,same day,east,clear,55.9,23.71,450.63,5,4,40,1,1.4,2,0,0,8.06,19.01,On Time,On Time,0,
DEL22265,ekart,truck,express,north,cold,57.9,35.4,445.7,9,3,38,0.8,1.9,2.61,0,0,7.7,12.59,On Time,On Time,0,
DEL22266,shadowfax,ev bike,two day,east,stormy,38,21.11,253.33,16,5,30,0.8,1.58,2.2,0,0,6.67,12,On Time,On Time,0,
DEL22267,blue dart,ev bike,two day,south,stormy,54.9,16.38,323.64,17,5,30,0.8,2.29,2.94,0,0,5.9,19.76,On Time,On Time,0,
DEL22268,ekart,ev van,two day,east,stormy,102.7,31.42,607.76,17,4,40,0.8,3.21,3.8,0,0,5.92,19.34,On Time,On Time,0,
DEL22269,ecom express,truck,two day,central,rainy,96.6,3.3,492.9,17,5,38,0.75,3.39,5.63,0,0,5.1,149.36,On Time,On Time,0,
DEL22270,dhl,truck,standard,south,clear,224,8.49,1145.47,18,4,38,1,5.89,8.65,0,0,5.11,134.92,On Time,On Time,0,
DEL22271,amazon logistics,van,two day,south,clear,192.1,28.17,1045.01,18,5,45,1,4.27,6.87,0,0,5.44,37.1,On Time,On Time,0,
DEL22272,ekart,van,standard,east,hot,78.8,20.52,455.56,17,5,45,0.8,2.19,3.07,0,0,5.78,22.2,On Time,On Time,0,
DEL22273,ecom express,van,express,north,rainy,77.8,9.33,466.99,9,3,45,0.75,2.31,4.12,0,0,6,50.05,On Time,On Time,0,
DEL22274,xpressbees,ev van,express,south,clear,85.5,46.93,618.29,9,4,40,1,2.14,2.72,0,0,7.23,13.17,On Time,On Time,0,
DEL22275,amazon logistics,truck,express,north,stormy,117.4,49.52,786.55,9,3,38,0.8,3.86,4.51,0,0,6.7,15.88,On Time,On Time,0,
DEL22276,fedex,scooter,two day,central,foggy,157,19.58,843.74,18,5,40,0.65,6.04,10.58,0,0,5.37,43.09,On Time,On Time,0,
DEL22277,ecom express,scooter,same day,west,foggy,206.3,35.42,1237.76,6,5,40,0.65,7.93,12.11,6.11,1,6,34.95,SLA Breach,Breach,0,
DEL22278,dhl,bike,same day,north,clear,173.1,40.7,1087.6,6,4,35,1,4.95,7.83,1.83,1,6.28,26.72,SLA Risk,Breach,0,
DEL22279,fedex,ev van,standard,south,clear,94.6,12.82,511.46,17,5,40,1,2.37,2.82,0,0,5.41,39.9,On Time,On Time,0,
DEL22280,delhivery,scooter,two day,north,stormy,152.9,11.64,799.42,18,4,40,0.8,4.78,7.43,0,0,5.23,68.68,On Time,On Time,0,
DEL22281,blue dart,bike,express,west,cold,261.8,32.7,1457.1,10,2,35,0.8,9.35,11.89,1.89,1,5.57,44.56,SLA Risk,Breach,0,
DEL22282,xpressbees,scooter,same day,north,rainy,171.5,18.35,1012.55,6,4,40,0.75,5.72,9.97,3.97,1,5.9,55.18,SLA Breach,Breach,0,
DEL22283,ekart,van,express,west,stormy,33,15.25,260.75,8,2,45,0.8,0.92,1.38,0,0,7.9,17.1,On Time,On Time,0,
DEL22284,delhivery,ev van,same day,east,rainy,153.7,38.1,982.8,6,3,40,0.75,5.12,9.55,3.55,1,6.39,25.8,SLA Breach,Breach,0,
DEL22285,ekart,ev van,same day,west,cold,288.1,43.02,1632.7206,6,1,40,0.8,9,11.17,5.17,1,5.67,37.95,SLA Breach,Breach,0,
DEL22286,dhl,scooter,same day,central,stormy,166.2,3.57,941.71,6,2,40,0.8,5.19,8.01,2.01,1,5.67,263.78,SLA Risk,Breach,0,
DEL22287,xpressbees,truck,express,central,rainy,40.9,19.43,312.79,8,1,38,0.75,1.44,3.03,0,0,7.65,16.1,On Time,On Time,0,
DEL22288,delhivery,ev bike,same day,south,clear,245.8,42.33,1455.99,6,4,30,1,8.19,10.91,4.91,1,5.92,34.4,SLA Breach,Breach,0,
DEL22289,delhivery,ev bike,standard,central,rainy,87.2,36.71,546.13,17,5,30,0.75,3.88,5.55,0,0,6.26,14.88,On Time,On Time,0,
DEL22290,xpressbees,van,two day,north,hot,112.8,47.11,705.33,17,5,45,0.8,3.13,3.73,0,0,6.25,14.97,On Time,On Time,0,
DEL22291,blue dart,scooter,express,north,cold,291.1,28.1,1589.8,10,3,40,0.8,9.1,11.31,1.31,1,5.46,56.58,SLA Risk,Breach,0,
DEL22292,dhl,ev bike,two day,central,stormy,60.8,38.77,420.31,17,5,30,0.8,2.53,3.23,0,0,6.91,10.84,On Time,On Time,0,
DEL22293,xpressbees,van,same day,central,hot,108.9,12.01,680.53,5,5,45,0.8,3.03,3.88,0,0,6.25,56.66,On Time,On Time,0,
DEL22294,fedex,scooter,standard,west,rainy,288.4,7.36,1464.08,18,5,40,0.75,9.61,13.95,0,0,5.08,198.92,On Time,On Time,0,
DEL22295,blue dart,ev bike,same day,south,rainy,269.4,4.9,1461.7,6,3,30,0.75,11.97,15.93,9.93,1,5.43,298.31,SLA Breach,Breach,0,
DEL22296,xpressbees,ev van,same day,east,clear,5.7,44.01,260.53,4,5,40,1,0.14,0.29,0,0,45.71,5.92,On Time,On Time,1,
DEL22297,delhivery,ev van,two day,central,foggy,233,34.12,1267.36,18,4,40,0.65,8.96,13.87,0,0,5.44,37.14,On Time,On Time,0,
DEL22298,ekart,ev van,two day,south,stormy,33.2,20.32,226.96,16,4,40,0.8,1.04,1.12,0,0,6.84,11.17,On Time,On Time,0,
DEL22299,delhivery,truck,standard,east,rainy,175.3,37.41,988.73,18,4,38,0.75,6.15,10.16,0,0,5.64,26.43,On Time,On Time,0,
DEL22300,fedex,ev bike,two day,south,clear,212.7,43.15,1192.95,18,3,30,1,7.09,9.11,0,0,5.61,27.65,On Time,On Time,0,
DEL22301,xpressbees,scooter,same day,north,hot,148.9,35.34,950.52,5,5,40,0.8,4.65,4.77,0,0,6.38,26.9,On Time,On Time,0,
DEL22302,shadowfax,scooter,express,east,clear,297.1,1.92,1551.76,10,4,40,1,7.43,10.25,0.25,1,5.22,808.21,Operational Variance,Breach,0,
DEL22303,blue dart,bike,express,west,rainy,150.7,14.28,846.34,10,2,35,0.75,5.74,9.79,0,0,5.62,59.27,On Time,On Time,0,
DEL22304,dhl,bike,same day,south,clear,41.2,4.22,318.66,4,3,35,1,1.18,1.53,0,0,7.73,75.51,On Time,On Time,0,
DEL22305,blue dart,ev van,same day,west,clear,11.9,36.65,269.45,4,5,40,1,0.3,0.91,0,0,22.64,7.35,On Time,On Time,1,
DEL22306,dhl,van,two day,central,clear,201.3,45.46,1142.88,18,5,45,1,4.47,7.08,0,0,5.68,25.14,On Time,On Time,0,
DEL22307,ekart,truck,two day,central,hot,125,23.88,696.64,17,5,38,0.8,4.11,4.73,0,0,5.57,29.17,On Time,On Time,0,
DEL22308,xpressbees,bike,standard,central,rainy,203,29.21,1102.63,18,5,35,0.75,7.73,11.55,0,0,5.43,37.75,On Time,On Time,0,
DEL22309,xpressbees,scooter,express,east,clear,194.1,37.26,1132.28,10,3,40,1,4.85,7.04,0,0,5.83,30.39,On Time,On Time,0,
DEL22310,amazon logistics,bike,two day,west,hot,116.3,0.67,582.49,17,3,35,0.8,4.15,4.56,0,0,5.01,869.39,On Time,On Time,0,
DEL22311,blue dart,van,two day,west,stormy,113.3,18.7,622.6,17,3,45,0.8,3.15,3.38,0,0,5.5,33.29,On Time,On Time,0,
DEL22312,delhivery,truck,express,central,cold,145.2,6.31,794.93,9,2,38,0.8,4.78,5.59,0,0,5.47,125.98,On Time,On Time,0,
DEL22313,delhivery,bike,standard,east,rainy,137.5,26.42,766.76,17,4,35,0.75,5.24,7.49,0,0,5.58,29.02,On Time,On Time,0,
DEL22314,amazon logistics,ev bike,standard,central,cold,65.8,6.22,347.66,17,5,30,0.8,2.74,3.45,0,0,5.28,55.89,On Time,On Time,0,
DEL22315,ecom express,bike,two day,east,foggy,5.4,46.74,167.22,16,3,35,0.65,0.24,2.81,0,0,30.97,3.58,On Time,On Time,1,
DEL22316,blue dart,ev van,same day,central,stormy,249.1,25.9,1423.2,6,2,40,0.8,7.78,10.31,4.31,1,5.71,54.95,SLA Breach,Breach,0,
DEL22317,amazon logistics,ev van,two day,south,clear,251,44.62,1388.86,18,3,40,1,6.28,8.61,0,0,5.53,31.13,On Time,On Time,0,
DEL22318,fedex,truck,two day,north,clear,220.6,27.55,1185.65,18,4,38,1,5.81,8.39,0,0,5.37,43.04,On Time,On Time,0,
DEL22319,blue dart,truck,standard,south,clear,118,41.07,713.21,17,3,38,1,3.11,3.24,0,0,6.04,17.37,On Time,On Time,0,
DEL22320,ekart,ev bike,same day,south,hot,155.5,7.49,899.97,6,5,30,0.8,6.48,9.2,3.2,1,5.79,120.16,SLA Breach,Breach,0,
DEL22321,ekart,scooter,same day,central,stormy,13.1,13.91,207.23,4,1,40,0.8,0.41,0.64,0,0,15.82,14.9,On Time,On Time,1,
DEL22322,xpressbees,ev van,standard,west,hot,285.9,2.13,1435.89,18,4,40,0.8,8.93,11.07,0,0,5.02,674.13,On Time,On Time,0,
DEL22323,blue dart,ev van,same day,west,foggy,95.4,49.52,726.58,5,4,40,0.65,3.67,6.37,1.37,1,7.62,14.67,SLA Risk,Breach,0,
DEL22324,blue dart,ev bike,express,north,foggy,203.9,2.15,1075.95,10,1,30,0.65,10.46,14.72,4.72,1,5.28,500.44,SLA Breach,Breach,0,
DEL22325,xpressbees,ev van,two day,west,foggy,135.1,0.67,676.85,17,5,40,0.65,5.2,8.11,0,0,5.01,1010.22,On Time,On Time,0,
DEL22326,ekart,scooter,express,west,foggy,23.3,25.23,242.19,8,4,40,0.65,0.9,3.5,0,0,10.39,9.6,On Time,On Time,1,
DEL22327,ekart,ev van,express,central,clear,207.8,46.01,1227.03,10,3,40,1,5.2,7.41,0,0,5.9,26.67,On Time,On Time,0,
DEL22328,amazon logistics,bike,two day,south,rainy,73.3,33.23,466.19,17,3,35,0.75,2.79,4.56,0,0,6.36,14.03,On Time,On Time,0,
DEL22329,ecom express,ev bike,same day,west,cold,189.3,7.76,1069.78,6,5,30,0.8,7.89,10.23,4.23,1,5.65,137.86,SLA Breach,Breach,0,
DEL22330,fedex,scooter,two day,north,hot,252.3,20.96,1324.38,18,5,40,0.8,7.88,10.6,0,0,5.25,63.19,On Time,On Time,0,
DEL22331,amazon logistics,ev van,same day,west,stormy,107.3,19.8,695.9,5,3,40,0.8,3.35,3.77,0,0,6.49,35.15,On Time,On Time,0,
DEL22332,amazon logistics,truck,standard,central,foggy,258.8,44.53,1427.59,18,4,38,0.65,10.48,14.63,0,0,5.52,32.06,On Time,On Time,0,
DEL22333,shadowfax,scooter,standard,west,foggy,110.7,20.41,614.73,17,4,40,0.65,4.26,6.76,0,0,5.55,30.12,On Time,On Time,0,
DEL22334,amazon logistics,scooter,standard,east,hot,111.7,11.78,593.84,17,5,40,0.8,3.49,4.18,0,0,5.32,50.41,On Time,On Time,0,
DEL22335,delhivery,ev van,two day,east,cold,269.8,14.3,1391.9,18,3,40,0.8,8.43,11.29,0,0,5.16,97.34,On Time,On Time,0,
DEL22336,delhivery,ev bike,standard,north,foggy,214,42.4,1197.2,18,3,30,0.65,10.97,15.51,0,0,5.59,28.24,On Time,On Time,0,
DEL22337,amazon logistics,van,same day,east,clear,179.1,27.58,1078.24,6,5,45,1,3.98,6.9,0.9,1,6.02,39.09,Operational Variance,Breach,0,
DEL22338,blue dart,scooter,express,west,stormy,42.8,3.59,274.77,8,1,40,0.8,1.34,1.85,0,0,6.42,76.54,On Time,On Time,0,
DEL22339,xpressbees,bike,same day,central,foggy,14.8,36.95,284.85,4,5,35,0.65,0.65,3.65,0,0,19.25,7.71,On Time,On Time,1,
DEL22340,dhl,bike,two day,north,cold,214.6,45.96,1210.88,18,5,35,0.8,7.66,9.78,0,0,5.64,26.35,On Time,On Time,0,
DEL22341,amazon logistics,bike,two day,east,stormy,125.6,45.43,764.29,17,5,35,0.8,4.49,5.03,0,0,6.09,16.82,On Time,On Time,0,
DEL22342,shadowfax,scooter,express,south,clear,21.4,14.47,200.41,8,2,40,1,0.54,1.52,0,0,9.36,13.85,On Time,On Time,1,
DEL22343,delhivery,scooter,two day,south,rainy,23.6,14.62,161.86,16,5,40,0.75,0.79,2.87,0,0,6.86,11.07,On Time,On Time,0,
DEL22344,dhl,bike,two day,west,rainy,6.9,26.59,114.27,16,5,35,0.75,0.26,1.86,0,0,16.56,4.3,On Time,On Time,1,
DEL22345,xpressbees,ev bike,two day,north,rainy,153.3,13.53,807.09,18,4,30,0.75,6.81,11.13,0,0,5.26,59.65,On Time,On Time,0,
DEL22346,ecom express,ev van,standard,north,foggy,236.2,35.28,1286.84,18,5,40,0.65,9.08,13.18,0,0,5.45,36.48,On Time,On Time,0,
DEL22347,amazon logistics,ev van,standard,south,clear,224,39.14,1237.42,18,4,40,1,5.6,8.52,0,0,5.52,31.62,On Time,On Time,0,
DEL22348,ecom express,ev van,standard,south,hot,78.9,41.77,519.81,17,5,40,0.8,2.47,2.8,0,0,6.59,12.44,On Time,On Time,0,
DEL22349,ecom express,bike,two day,west,hot,204.5,34.66,1126.48,18,4,35,0.8,7.3,9.53,0,0,5.51,32.5,On Time,On Time,0,
DEL22350,ecom express,bike,two day,south,foggy,285.7,42.43,1555.79,18,5,35,0.65,12.56,17.07,0,0,5.45,36.67,On Time,On Time,0,
